Common Name,Scientific Name
Downy Woodpecker,Dryobates pubescens
Nuttall's Woodpecker,Dryobates nuttallii
Ladder-backed Woodpecker,Dryobates scalaris
Red-cockaded Woodpecker,Dryobates borealis
Hairy Woodpecker,Dryobates villosus
White-headed Woodpecker,Dryobates albolarvatus
Arizona Woodpecker,Dryobates arizonae
Northern Flicker,Colaptes auratus
Gilded Flicker,Colaptes chrysoides
Pileated Woodpecker,Dryocopus pileatus
"Ivory-billed Woodpecker (extinct, 1944)",Campephilus principalis
Collared Forest-Falcon,Micrastur semitorquatus
Crested Caracara,Caracara plancus
Yellow-headed Caracara,Milvago chimachima
Eurasian Kestrel,Falco tinnunculus
American Kestrel,Falco sparverius
Red-footed Falcon,Falco vespertinus
Merlin,Falco columbarius
Eurasian Hobby,Falco subbuteo
Aplomado Falcon,Falco femoralis
Bat Falcon,Falco rufigularis
Gyrfalcon,Falco rusticolus
Peregrine Falcon,Falco peregrinus
Prairie Falcon,Falco mexicanus
Budgerigar (1975-2015),Melopsittacus undulatus
Monk Parakeet,Myiopsitta monachus
"Carolina Parakeet (extinct, 1939)",Conuropsis carolinensis
Nanday Parakeet,Aratinga nenday
Green Parakeet,Psittacara holochlorus
Mitred Parakeet,Psittacara mitratus
Red-masked Parakeet,Psittacara erythrogenys
Thick-billed Parrot,Rhynchopsitta pachyrhyncha
White-winged Parakeet,Brotogeris versicolurus
Yellow-chevroned Parakeet,Brotogeris chiriri
Red-crowned Amazon (Parrot),Amazona viridigenalis
Lilac-crowned Amazon (Parrot),Amazona finschi
Yellow-headed Amazon (Parrot) (1975-1982),Amazona oratrix
Rose-ringed Parakeet,Psittacula krameri
Rosy-faced Lovebird,Agapornis roseicollis
Masked Tityra,Tityra semifasciata
Gray-collared Becard,Pachyramphus major
Rose-throated Becard,Pachyramphus aglaiae
Northern Beardless-Tyrannulet,Camptostoma imberbe
Greenish Elaenia,Myiopagis viridicata
Small-billed Elaenia,Elaenia parvirostris
White-crested Elaenia,Elaenia albiceps
Dusky-capped Flycatcher,Myiarchus tuberculifer
Ash-throated Flycatcher,Myiarchus cinerascens
Nutting's Flycatcher,Myiarchus nuttingi
Great Crested Flycatcher,Myiarchus crinitus
Brown-crested Flycatcher,Myiarchus tyrannulus
La Sagra's Flycatcher,Myiarchus sagrae
Great Kiskadee,Pitangus sulphuratus
Social Flycatcher,Myiozetetes similis
Sulphur-bellied Flycatcher,Myiodynastes luteiventris
Piratic Flycatcher,Legatus leucophaius
Variegated Flycatcher,Empidonomus varius
Crowned Slaty Flycatcher,Empidonomus aurantioatrocristatus
Tropical Kingbird,Tyrannus melancholicus
Couch's Kingbird,Tyrannus couchii
Cassin's Kingbird,Tyrannus vociferans
Thick-billed Kingbird,Tyrannus crassirostris
Western Kingbird,Tyrannus verticalis
Eastern Kingbird,Tyrannus tyrannus
Gray Kingbird,Tyrannus dominicensis
Loggerhead Kingbird,Tyrannus caudifasciatus
Scissor-tailed Flycatcher,Tyrannus forficatus
Fork-tailed Flycatcher,Tyrannus savana
Tufted Flycatcher,Mitrephanes phaeocercus
Olive-sided Flycatcher,Contopus cooperi
Greater Pewee,Contopus pertinax
Western Wood-Pewee,Contopus sordidulus
Eastern Wood-Pewee,Contopus virens
Cuban Pewee,Contopus caribaeus
Yellow-bellied Flycatcher,Empidonax flaviventris
Acadian Flycatcher,Empidonax virescens
Alder Flycatcher,Empidonax alnorum
Willow Flycatcher,Empidonax traillii
Least Flycatcher,Empidonax minimus
Hammond's Flycatcher,Empidonax hammondii
Gray Flycatcher,Empidonax wrightii
Dusky Flycatcher,Empidonax oberholseri
Pine Flycatcher,Empidonax affinis
Western Flycatcher,Empidonax difficilis
Buff-breasted Flycatcher,Empidonax fulvifrons
Black Phoebe,Sayornis nigricans
Eastern Phoebe,Sayornis phoebe
Say's Phoebe,Sayornis saya
Vermilion Flycatcher,Pyrocephalus rubinus
Black-capped Vireo,Vireo atricapilla
White-eyed Vireo,Vireo griseus
Thick-billed Vireo,Vireo crassirostris
Cuban Vireo,Vireo gundlachii
Bell's Vireo,Vireo bellii
Gray Vireo,Vireo vicinior
Hutton's Vireo,Vireo huttoni
Yellow-throated Vireo,Vireo flavifrons
Cassin's Vireo,Vireo cassinii
Blue-headed Vireo,Vireo solitarius
Plumbeous Vireo,Vireo plumbeus
Philadelphia Vireo,Vireo philadelphicus
Warbling Vireo,Vireo gilvus
Red-eyed Vireo,Vireo olivaceus
Yellow-green Vireo,Vireo flavoviridis
Black-whiskered Vireo,Vireo altiloquus
Yucatan Vireo,Vireo magister
Kauai Elepaio,Chasiempis sclateri
Oahu Elepaio,Chasiempis ibidis
Hawaii Elepaio,Chasiempis sandwichensis
Brown Shrike,Lanius cristatus
Red-backed Shrike,Lanius collurio
Loggerhead Shrike,Lanius ludovicianus
Northern Shrike,Lanius borealis
Canada Jay,Perisoreus canadensis
Brown Jay,Cyanocorax morio
Green Jay,Cyanocorax yncas
Pinyon Jay,Gymnorhinus cyanocephalus
Steller's Jay,Cyanocitta stelleri
Blue Jay,Cyanocitta cristata
Florida Scrub-Jay,Aphelocoma coerulescens
Island Scrub-Jay,Aphelocoma insularis
California Scrub-Jay,Aphelocoma californica
Woodhouse's Scrub-Jay,Aphelocoma woodhouseii
Mexican Jay,Aphelocoma wollweberi
Clark's Nutcracker,Nucifraga columbiana
Black-billed Magpie,Pica hudsonia
Yellow-billed Magpie,Pica nuttalli
Eurasian Jackdaw,Coloeus (Corvus) monedula
American Crow,Corvus brachyrhynchos
Tamaulipas Crow,Corvus imparatus
Fish Crow,Corvus ossifragus
Hawaiian Crow,Corvus hawaiiensis
Chihuahuan Raven,Corvus cryptoleucus
Common Raven,Corvus corax
Verdin,Auriparus flaviceps
Carolina Chickadee,Poecile carolinensis
Black-capped Chickadee,Poecile atricapillus
Mountain Chickadee,Poecile gambeli
Mexican Chickadee,Poecile sclateri
Chestnut-backed Chickadee,Poecile rufescens
Boreal Chickadee,Poecile hudsonicus
Gray-headed Chickadee,Poecile cinctus
Bridled Titmouse,Baeolophus wollweberi
Oak Titmouse,Baeolophus inornatus
Juniper Titmouse,Baeolophus ridgwayi
Tufted Titmouse,Baeolophus bicolor
Black-crested Titmouse,Baeolophus atricristatus
Eurasian Skylark,Alauda arvensis
Horned Lark,Eremophila alpestris
Thick-billed Warbler,Arundinax aedon
Icterine Warbler,Hippolais icterina
Millerbird,Acrocephalus familiaris
Sedge Warbler,Acrocephalus schoenobaenus
Blyth's Reed Warbler,Acrocephalus dumetorum
Pallas's Grasshopper Warbler,Helopsaltes certhiola
Middendorff's Grasshopper Warbler,Helopsaltes ochotensis
Lanceolated Warbler,Locustella lanceolata
River Warbler,Locustella fluviatilis
Bank Swallow,Riparia riparia
Tree Swallow,Tachycineta bicolor
Bahama Swallow,Tachycineta cyaneoviridis
Violet-green Swallow,Tachycineta thalassina
Mangrove Swallow,Tachycineta albilinea
Blue-and-white Swallow,Pygochelidon cyanoleuca
Northern Rough-winged Swallow,Stelgidopteryx serripennis
Brown-chested Martin,Progne tapera
Purple Martin,Progne subis
Southern Martin,Progne elegans
Gray-breasted Martin,Progne chalybea
Cuban Martin,Progne cryptoleuca
Barn Swallow,Hirundo rustica
Siberian House-Martin,Delichon lagopodum
Cliff Swallow,Petrochelidon pyrrhonota
Cave Swallow,Petrochelidon fulva
Bushtit,Psaltriparus minimus
Japanese Bush Warbler,Horornis diphone
Willow Warbler,Phylloscopus trochilus
Common Chiffchaff,Phylloscopus collybita
Wood Warbler,Phylloscopus sibilatrix
Dusky Warbler,Phylloscopus fuscatus
Pallas's Leaf Warbler,Phylloscopus proregulus
Yellow-browed Warbler,Phylloscopus inornatus
Arctic Warbler,Phylloscopus borealis
Kamchatka Leaf Warbler,Phylloscopus examinandus
Red-vented Bulbul,Pycnonotus cafer
Red-whiskered Bulbul,Pycnonotus jocosus
Lesser Whitethroat,Curruca (Sylvia) curruca
Wrentit,Chamaea fasciata
Warbling White-eye,Zosterops japonicus
Greater Necklaced Laughingthrush,Pterorhinus (Garrulax) pectoralis
Chinese Hwamei (Hwamei),Garrulax canorus
Red-billed Leiothrix,Leiothrix lutea
Ruby-crowned Kinglet,Corthylio calendula
Golden-crowned Kinglet,Regulus satrapa
Bohemian Waxwing,Bombycilla garrulus
Cedar Waxwing,Bombycilla cedrorum
Gray Silky-flycatcher,Ptiliogonys cinereus
Phainopepla,Phainopepla nitens
Kauai Oo,Moho braccatus
Oahu Oo,Moho apicalis
Bishop's Oo,Moho bishopi
Hawaii Oo,Moho nobilis
Kioea,Chaetoptila angustipluma
Red-breasted Nuthatch,Sitta canadensis
White-breasted Nuthatch,Sitta carolinensis
Pygmy Nuthatch,Sitta pygmaea
Brown-headed Nuthatch,Sitta pusilla
Brown Creeper,Certhia americana
Blue-gray Gnatcatcher,Polioptila caerulea
Black-tailed Gnatcatcher,Polioptila melanura
California Gnatcatcher,Polioptila californica
Black-capped Gnatcatcher,Polioptila nigriceps
Rock Wren,Salpinctes obsoletus
Canyon Wren,Catherpes mexicanus
Sinaloa Wren,Thryophilus sinaloa
Cactus Wren,Campylorhynchus brunneicapillus
Bewick's Wren,Thryomanes bewickii
Carolina Wren,Thryothorus ludovicianus
(Northern) House Wren,Troglodytes aedon
Pacific Wren,Troglodytes pacificus
Winter Wren,Troglodytes hiemalis
Sedge Wren,Cistothorus stellaris
Marsh Wren,Cistothorus palustris
Blue Mockingbird,Melanotis caerulescens
Gray Catbird,Dumetella carolinensis
Curve-billed Thrasher,Toxostoma curvirostre
Brown Thrasher,Toxostoma rufum
Long-billed Thrasher,Toxostoma longirostre
Bendire's Thrasher,Toxostoma bendirei
California Thrasher,Toxostoma redivivum
LeConte's Thrasher,Toxostoma lecontei
Crissal Thrasher,Toxostoma crissale
Sage Thrasher,Oreoscoptes montanus
Bahama Mockingbird,Mimus gundlachii
Northern Mockingbird,Mimus polyglottos
European Starling,Sturnus vulgaris
Common Myna,Acridotheres tristis
Crested Myna (1969-2003),Acridotheres cristatellus
American Dipper,Cinclus mexicanus
Eastern Bluebird,Sialia sialis
Western Bluebird,Sialia mexicana
Mountain Bluebird,Sialia currucoides
Townsend's Solitaire,Myadestes townsendi
Brown-backed Solitaire,Myadestes occidentalis
Kamao,Myadestes myadestinus
Amaui,Myadestes woahensis
Olomao,Myadestes lanaiensis
Omao,Myadestes obscurus
Puaiohi,Myadestes palmeri
Orange-billed Nightingale-Thrush,Catharus aurantiirostris
Black-headed Nightingale-Thrush,Catharus mexicanus
Veery,Catharus fuscescens
Gray-cheeked Thrush,Catharus minimus
Bicknell's Thrush,Catharus bicknelli
Swainson's Thrush,Catharus ustulatus
Hermit Thrush,Catharus guttatus
Wood Thrush,Hylocichla mustelina
Mistle Thrush,Turdus viscivorus
Eurasian Blackbird,Turdus merula
Eyebrowed Thrush,Turdus obscurus
Dusky Thrush,Turdus eunomus
Naumann's Thrush,Turdus naumanni
Fieldfare,Turdus pilaris
Redwing,Turdus iliacus
Song Thrush,Turdus philomelos
Clay-colored Thrush,Turdus grayi
White-throated Thrush,Turdus assimilis
Rufous-backed Robin,Turdus rufopalliatus
American Robin,Turdus migratorius
Red-legged Thrush,Turdus plumbeus
Varied Thrush,Ixoreus naevius
Aztec Thrush,Ridgwayia pinicola
Gray-streaked Flycatcher,Muscicapa griseisticta
Asian Brown Flycatcher,Muscicapa dauurica
Spotted Flycatcher,Muscicapa striata
Dark-sided Flycatcher,Muscicapa sibirica
White-rumped Shama,Copsychus malabaricus
European Robin,Erithacus rubecula
Siberian Blue Robin,Larvivora cyane
Rufous-tailed Robin,Larvivora sibilans
Bluethroat,Luscinia (Cyanecula) svecica
Siberian Rubythroat,Calliope calliope
Red-flanked Bluetail,Tarsiger cyanurus
Narcissus Flycatcher,Ficedula narcissina
Mugimaki Flycatcher,Ficedula mugimaki
Taiga Flycatcher,Ficedula albicilla
Common Redstart,Phoenicurus phoenicurus
Rufous-tailed Rock-Thrush,Monticola saxatilis
Blue Rock-Thrush (Rock-thrush),Monticola solitarius
Amur (Asian) Stonechat,Saxicola maurus
Northern Wheatear,Oenanthe oenanthe
Pied Wheatear,Oenanthe pleschanka
Olive Warbler,Peucedramus taeniatus
African Silverbill,Euodice cantans
Java Sparrow,Padda oryzivora
Scaly-breasted Munia,Lonchura punctulata
Tricolored Munia,Lonchura malacca
Chestnut Munia,Lonchura atricapilla
Red Avadavat,Amandava amandava
Lavender Waxbill ,Glaucestrilda caerulescens
Common Waxbill,Estrilda astrild
Siberian Accentor,Prunella montanella
House Sparrow,Passer domesticus
Eurasian Tree Sparrow,Passer montanus
Eastern Yellow Wagtail,Motacilla tschutschensis
Citrine Wagtail,Motacilla citreola
Gray Wagtail,Motacilla cinerea
White Wagtail,Motacilla alba
Tree Pipit,Anthus trivialis
Olive-backed Pipit,Anthus hodgsoni
Pechora Pipit,Anthus gustavi
Red-throated Pipit,Anthus cervinus
Siberian Pipit,Anthus japonicus
American Pipit,Anthus rubescens
Sprague's Pipit,Anthus spragueii
Common Chaffinch,Fringilla coelebs
Brambling,Fringilla montifringilla
Evening Grosbeak,Coccothraustes vespertinus
Hawfinch,Coccothraustes coccothraustes
Common Rosefinch,Carpodacus erythrinus
Pallas's Rosefinch,Carpodacus roseus
Poo-uli,Melamprosops phaeosoma
Akikiki,Oreomystis bairdi
Oahu Alauahio,Paroreomyza maculata
Kakawahie,Paroreomyza flammea
Maui Alauahio,Paroreomyza montana
Palila,Loxioides bailleui
Laysan Finch,Telespiza cantans
Nihoa Finch,Telespiza ultima
Kona Grosbeak,Chloridops kona
Lesser Koa-Finch,Rhodacanthis flaviceps
Greater Koa-Finch,Rhodacanthis palmeri
Ula-ai-hawane,Ciridops anna
Akohekohe,Palmeria dolei
Laysan Honeycreeper,Himatione fraithii
Apapane,Himatione sanguinea
Iiwi,Drepanis coccinea
Hawaii Mamo,Drepanis pacifica
Black Mamo,Drepanis funerea
Ou,Psittirostra psittacea
Lanai Hookbill,Dysmorodrepanis munroi
Maui Parrotbill,Pseudonestor xanthophrys
Kauai Nukupuu,Hemignathus hanapepe
Oahu Nukupuu,Hemignathus lucidus
Maui Nukupuu,Hemignathus affinis
Akiapolaau,Hemignathus wilsoni
Lesser Akialoa,Akialoa obscura
Kauai Akialoa,Akialoa stejnegeri
Oahu Akialoa,Akialoa ellisiana
Maui-nui Akialoa,Akialoa lanaiensis
Anianiau,Magumma parva
Hawaii Amakihi,Chlorodrepanis virens
Oahu Amakihi,Chlorodrepanis flava
Kauai Amakihi,Chlorodrepanis stejnegeri
Greater Amakihi,Viridonia sagittirostris
Hawaii Creeper,Loxops mana
Akekee,Loxops caeruleirostris
Oahu Akepa,Loxops wolstenholmei
Maui Akepa,Loxops ochraceus
Hawaii Akepa,Loxops coccineus
Pine Grosbeak,Pinicola enucleator
Eurasian Bullfinch,Pyrrhula pyrrhula
Asian Rosy-Finch,Leucosticte arctoa
Gray-crowned Rosy-Finch,Leucosticte tephrocotis
Black Rosy-Finch,Leucosticte atrata
Brown-capped Rosy-Finch,Leucosticte australis
House Finch,Haemorhous mexicanus
Purple Finch,Haemorhous purpureus
Cassin's Finch,Haemorhous cassinii
Oriental Greenfinch,Chloris sinica
Yellow-fronted Canary,Crithagra mozambica
Common Redpoll (Redpoll),Acanthis flammea
Red Crossbill,Loxia curvirostra
Cassia Crossbill,Loxia sinesciuris
White-winged Crossbill,Loxia leucoptera
European Goldfinch,Carduelis carduelis
Eurasian Siskin,Spinus spinus
Pine Siskin,Spinus pinus
Lesser Goldfinch,Spinus psaltria
Lawrence's Goldfinch,Spinus lawrencei
American Goldfinch,Spinus tristis
Island Canary,Serinus canaria
Lapland Longspur,Calcarius lapponicus
Chestnut-collared Longspur,Calcarius ornatus
Smith's Longspur,Calcarius pictus
Thick-billed Longspur,Rhynchophanes mccownii
Snow Bunting,Plectrophenax nivalis
McKay's Bunting,Plectrophenax hyperboreus
Pine Bunting,Emberiza leucocephalos
Yellow-browed Bunting,Emberiza chrysophrys
Little Bunting,Emberiza pusilla
Rustic Bunting,Emberiza rustica
Yellow-throated Bunting,Emberiza elegans
Yellow-breasted Bunting,Emberiza aureola
Gray Bunting,Emberiza variabilis
Pallas's Bunting,Emberiza pallasi
Reed Bunting,Emberiza schoeniclus
Rufous-winged Sparrow,Peucaea carpalis
Botteri's Sparrow,Peucaea botterii
Cassin's Sparrow,Peucaea cassinii
Bachman's Sparrow,Peucaea aestivalis
Grasshopper Sparrow,Ammodramus savannarum
Olive Sparrow,Arremonops rufivirgatus
Five-striped Sparrow,Amphispizopsis quinquestriata
Black-throated Sparrow,Amphispiza bilineata
Lark Sparrow,Chondestes grammacus
Lark Bunting,Calamospiza melanocorys
Chipping Sparrow,Spizella passerina
Clay-colored Sparrow,Spizella pallida
Black-chinned Sparrow,Spizella atrogularis
Field Sparrow,Spizella pusilla
Brewer's Sparrow,Spizella breweri
Worthen's Sparrow,Spizella wortheni
Fox Sparrow,Passerella iliaca
American Tree Sparrow,Spizelloides arborea
Dark-eyed Junco,Junco hyemalis
Yellow-eyed Junco,Junco phaeonotus
White-crowned Sparrow,Zonotrichia leucophrys
Golden-crowned Sparrow,Zonotrichia atricapilla
Harris's Sparrow,Zonotrichia querula
White-throated Sparrow,Zonotrichia albicollis
Bell's Sparrow,Artemisiospiza belli
Sagebrush Sparrow,Artemisiospiza nevadensis
Vesper Sparrow,Pooecetes gramineus
LeConte's Sparrow,Ammospiza leconteii
Seaside Sparrow,Ammospiza maritima
Nelson's Sparrow,Ammospiza nelsoni
Saltmarsh Sparrow,Ammospiza caudacuta
Baird's Sparrow,Centronyx bairdii
Henslow's Sparrow,Centronyx henslowii
Savannah Sparrow,Passerculus sandwichensis
Song Sparrow,Melospiza melodia
Lincoln's Sparrow,Melospiza lincolnii
Swamp Sparrow,Melospiza georgiana
Canyon Towhee,Melozone fusca
Abert's Towhee,Melozone aberti
California Towhee,Melozone crissalis
Rufous-crowned Sparrow,Aimophila ruficeps
Green-tailed Towhee,Pipilo chlorurus
Spotted Towhee,Pipilo maculatus
Eastern Towhee,Pipilo erythrophthalmus
Western Spindalis,Spindalis zena
Yellow-breasted Chat,Icteria virens
Yellow-headed Blackbird,Xanthocephalus xanthocephalus
Bobolink,Dolichonyx oryzivorus
Chihuahuan Meadowlark,Sturnella lilianae
Eastern Meadowlark,Sturnella magna
Western Meadowlark,Sturnella neglecta
Black-vented Oriole,Icterus wagleri
Orchard Oriole,Icterus spurius
Hooded Oriole,Icterus cucullatus
Streak-backed Oriole,Icterus pustulatus
Bullock's Oriole,Icterus bullockii
Spot-breasted Oriole,Icterus pectoralis
Altamira Oriole,Icterus gularis
Audubon's Oriole,Icterus graduacauda
Baltimore Oriole,Icterus galbula
Black-backed Oriole,Icterus abeillei
Scott's Oriole,Icterus parisorum
Red-winged Blackbird,Agelaius phoeniceus
Tricolored Blackbird,Agelaius tricolor
Tawny-shouldered Blackbird,Agelaius humeralis
Shiny Cowbird,Molothrus bonariensis
Bronzed Cowbird,Molothrus aeneus
Brown-headed Cowbird,Molothrus ater
Rusty Blackbird,Euphagus carolinus
Brewer's Blackbird,Euphagus cyanocephalus
Common Grackle,Quiscalus quiscula
Boat-tailed Grackle,Quiscalus major
Great-tailed Grackle,Quiscalus mexicanus
Ovenbird,Seiurus aurocapilla
Worm-eating Warbler,Helmitheros vermivorum
Louisiana Waterthrush,Parkesia motacilla
Northern Waterthrush,Parkesia noveboracensis
"Bachman's Warbler (extinct, 1937)",Vermivora bachmanii
Golden-winged Warbler,Vermivora chrysoptera
Blue-winged Warbler,Vermivora cyanoptera
Black-and-white Warbler,Mniotilta varia
Prothonotary Warbler,Protonotaria citrea
Swainson's Warbler,Limnothlypis swainsonii
Crescent-chested Warbler,Oreothlypis superciliosa
Tennessee Warbler,Leiothlypis peregrina
Orange-crowned Warbler,Leiothlypis celata
Colima Warbler,Leiothlypis crissalis
Lucy's Warbler,Leiothlypis luciae
Nashville Warbler,Leiothlypis ruficapilla
Virginia's Warbler,Leiothlypis virginiae
Connecticut Warbler,Oporornis agilis
Gray-crowned Yellowthroat,Geothlypis poliocephala
MacGillivray's Warbler,Geothlypis tolmiei
Mourning Warbler,Geothlypis philadelphia
Kentucky Warbler,Geothlypis formosa
Common Yellowthroat,Geothlypis trichas
Hooded Warbler,Setophaga citrina
American Redstart,Setophaga ruticilla
Kirtland's Warbler,Setophaga kirtlandii
Cape May Warbler,Setophaga tigrina
Cerulean Warbler,Setophaga cerulea
Northern Parula,Setophaga americana
Tropical Parula,Setophaga pitiayumi
Magnolia Warbler,Setophaga magnolia
Bay-breasted Warbler,Setophaga castanea
Blackburnian Warbler,Setophaga fusca
Yellow Warbler,Setophaga petechia
Chestnut-sided Warbler,Setophaga pensylvanica
Blackpoll Warbler,Setophaga striata
Black-throated Blue Warbler,Setophaga caerulescens
Palm Warbler,Setophaga palmarum
Pine Warbler,Setophaga pinus
Yellow-rumped Warbler,Setophaga coronata
Yellow-throated Warbler,Setophaga dominica
Prairie Warbler,Setophaga discolor
Grace's Warbler,Setophaga graciae
Black-throated Gray Warbler,Setophaga nigrescens
Townsend's Warbler,Setophaga townsendi
Hermit Warbler,Setophaga occidentalis
Golden-cheeked Warbler,Setophaga chrysoparia
Black-throated Green Warbler,Setophaga virens
Fan-tailed Warbler,Basileuterus lachrymosus
Rufous-capped Warbler,Basileuterus rufifrons
Golden-crowned Warbler,Basileuterus culicivorus
Canada Warbler,Cardellina canadensis
Wilson's Warbler,Cardellina pusilla
Red-faced Warbler,Cardellina rubrifrons
Painted Redstart,Myioborus pictus
Slate-throated Redstart,Myioborus miniatus
Hepatic Tanager,Piranga flava
Summer Tanager,Piranga rubra
Scarlet Tanager,Piranga olivacea
Western Tanager,Piranga ludoviciana
Flame-colored Tanager,Piranga bidentata
Crimson-collared Grosbeak,Periporphyrus celaeno
Northern Cardinal,Cardinalis cardinalis
Pyrrhuloxia,Cardinalis sinuatus
Yellow Grosbeak,Pheucticus chrysopeplus
Rose-breasted Grosbeak,Pheucticus ludovicianus
Black-headed Grosbeak,Pheucticus melanocephalus
Blue Bunting,Cyanocompsa parellina
Blue Grosbeak,Passerina caerulea
Lazuli Bunting,Passerina amoena
Indigo Bunting,Passerina cyanea
Varied Bunting,Passerina versicolor
Painted Bunting,Passerina ciris
Dickcissel,Spiza americana
Red-crested Cardinal,Paroaria coronata
Yellow-billed Cardinal,Paroaria capitata
Blue-gray Tanager (1969-1982),Thraupis episcopus
Saffron Finch,Sicalis flaveola
Blue-black Grassquit,Volatinia jacarina
Red-legged Honeycreeper,Cyanerpes cyaneus
Bananaquit,Coereba flaveola
Yellow-faced Grassquit,Tiaris olivaceus
Black-faced Grassquit,Melanospiza bicolor
Morelet's Seedeater,Sporophila morelleti
Mandarin Duck,Aix galericulata
Japanese Quail*,Coturnix japonica
Golden Pheasant,Chrysolophus pictus
Silver Pheasant,Lophura nycthemera
Tanimbar Corella,Cacatua goffiniana
Red-lored Parrot,Amazona autumnalis
Yellow-headed Parrot,Amazona oratrix
White-fronted Parrot,Amazona albifrons
Orange-winged Parrot,Amazona amazonica
Burrowing Parakeet,Cyanoliseus patagonus
Blue-and-yellow Macaw,Ara ararauna
Chestnut-fronted Macaw,Ara severus
Blue-crowned Parakeet,Thectocercus acuticaudatus
White-eyed Parakeet,Psittacara leucophthalmus
Great Tit,Parus major
Swinhoe's White-eye,Zosterops simplex
Northern Red Bishop,Euplectes franciscanus
Orange-cheeked Waxbill,Estrilda melpoda
Pin-tailed Whydah,Vidua macroura
West Indian Whistling-Duck,Dendrocygna arborea
Ruddy Shelduck,Tadorna ferruginea
Azure Gallinule*,Porphyrio flavirostris
Demoiselle Crane,Anthropoides virgo
Great White Pelican,Pelecanus onocrotalus
Variable Hawk*,Geranoaetus polyosoma
Cattle Tyrant,Machetornis rixosa
House Crow,Corvus splendens
Hooded Crow*,Corvus cornix
Black Catbird*,Melanoptila glabrirostris
Gray Thrasher*,Toxostoma cinereum
Tropical Mockingbird,Mimus gilvus
Rufous-collared Sparrow,Zonotrichia capensis
Striped Sparrow,Oriturus superciliosus
Lesson's Seedeater,Sporophila bouvronides
